tick,timestamp,event,regime,strategy,hysteresis,proposed,positions,balance,equity,realized,unrealized,price,avg,stddev,slope_pct,r2,long_slope_pct,buy_price,buy_vol,gate_dir,gate_dist_pct,breakout_mult,offset_mult,vol_mult,spacing,details
432,2026-03-23 16:04:06,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
433,2026-03-23 16:04:06,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
434,2026-03-23 16:04:06,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
435,2026-03-23 16:04:06,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
436,2026-03-23 16:04:06,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
437,2026-03-23 16:04:06,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
438,2026-03-23 16:04:06,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
439,2026-03-23 16:04:06,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
440,2026-03-23 16:04:06,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
441,2026-03-23 16:04:06,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
442,2026-03-23 16:04:07,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
443,2026-03-23 16:04:07,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
444,2026-03-23 16:04:07,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
445,2026-03-23 16:04:07,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
446,2026-03-23 16:04:07,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
447,2026-03-23 16:04:07,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
448,2026-03-23 16:04:07,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
449,2026-03-23 16:04:07,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
450,2026-03-23 16:04:07,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
451,2026-03-23 16:04:07,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
452,2026-03-23 16:04:07,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
453,2026-03-23 16:04:07,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.35,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0025,1.5000,1.5000,3.0000,21.28,
454,2026-03-23 16:04:07,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70939.69,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0002,1.5000,1.5000,3.0000,21.28,
455,2026-03-23 16:04:07,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70939.69,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0002,1.5000,1.5000,3.0000,21.28,
456,2026-03-23 16:04:08,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70939.69,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0002,1.5000,1.5000,3.0000,21.28,
457,2026-03-23 16:04:08,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70937.00,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,99.9964,1.5000,1.5000,3.0000,21.28,
458,2026-03-23 16:04:08,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70936.17,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,99.9952,1.5000,1.5000,3.0000,21.28,
459,2026-03-23 16:04:08,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70936.17,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,99.9952,1.5000,1.5000,3.0000,21.28,
460,2026-03-23 16:04:08,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70936.17,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,99.9952,1.5000,1.5000,3.0000,21.28,
461,2026-03-23 16:04:08,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70936.17,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,99.9952,1.5000,1.5000,3.0000,21.28,
462,2026-03-23 16:04:08,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70936.17,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,99.9952,1.5000,1.5000,3.0000,21.28,
463,2026-03-23 16:04:08,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70936.17,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,99.9952,1.5000,1.5000,3.0000,21.28,
464,2026-03-23 16:04:08,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70936.17,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,99.9952,1.5000,1.5000,3.0000,21.28,
465,2026-03-23 16:04:08,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70936.17,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,99.9952,1.5000,1.5000,3.0000,21.28,
466,2026-03-23 16:04:08,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70936.17,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,99.9952,1.5000,1.5000,3.0000,21.28,
467,2026-03-23 16:04:08,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70936.17,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,99.9952,1.5000,1.5000,3.0000,21.28,
468,2026-03-23 16:04:08,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70936.17,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,99.9952,1.5000,1.5000,3.0000,21.28,
100,2026-03-23 16:21:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70862.44,0.00,0.00,0.000000,0.0000,0.000000,0.00,0.00000000,0,0.0000,1.5000,1.5000,3.0000,0.00,
200,2026-03-23 16:21:10,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70862.43,70862.43,0.00,-0.000014,0.0000,-0.000014,0.00,0.00000000,0,100.0000,1.5000,1.5000,3.0000,21.26,
300,2026-03-23 16:21:19,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70862.44,70862.44,0.00,0.000000,0.0000,0.000000,0.00,0.00000000,0,100.0000,1.5000,1.5000,3.0000,21.26,
400,2026-03-23 16:21:28,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70862.43,70862.43,0.00,-0.000003,0.0000,-0.000003,0.00,0.00000000,0,100.0000,1.5000,1.5000,3.0000,21.26,
500,2026-03-23 16:21:41,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70862.43,70862.43,0.00,-0.000003,0.0000,-0.000003,0.00,0.00000000,0,100.0000,1.5000,1.5000,3.0000,21.26,
600,2026-03-23 16:21:50,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70862.43,70862.43,0.00,-0.000002,0.0000,-0.000002,0.00,0.00000000,0,100.0000,1.5000,1.5000,3.0000,21.26,
700,2026-03-23 16:22:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70867.29,70863.13,1.22,0.000733,0.0000,0.000733,0.00,0.00000000,0,100.0059,1.5000,1.5000,3.0000,21.26,
100,2026-03-23 16:22:41,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70867.29,0.00,0.00,0.000000,0.0000,0.000000,0.00,0.00000000,0,0.0000,1.5000,1.5000,3.0000,0.00,
200,2026-03-23 16:22:50,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70867.29,70867.29,0.00,0.000000,0.0000,0.000000,0.00,0.00000000,0,100.0000,1.5000,1.5000,3.0000,21.26,
300,2026-03-23 16:22:59,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70867.30,70867.29,0.00,0.000007,0.0000,0.000007,0.00,0.00000000,0,100.0000,1.5000,1.5000,3.0000,21.26,
400,2026-03-23 16:23:08,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70867.29,70867.29,0.00,0.000001,0.0000,0.000001,0.00,0.00000000,0,100.0000,1.5000,1.5000,3.0000,21.26,
500,2026-03-23 16:23:18,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70867.30,70867.29,0.00,0.000003,0.0000,0.000003,0.00,0.00000000,0,100.0000,1.5000,1.5000,3.0000,21.26,
600,2026-03-23 16:23:25,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70895.99,70872.08,7.17,0.005786,0.0000,0.005786,0.00,0.00000000,0,100.0337,1.5000,1.5000,3.0000,21.26,
700,2026-03-23 16:23:32,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70911.99,70877.78,11.18,0.009649,0.0000,0.009649,0.00,0.00000000,0,100.0483,1.5000,1.5000,3.0000,22.35,
800,2026-03-23 16:23:41,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70917.99,70882.80,12.68,0.011160,0.0000,0.011160,0.00,0.00000000,0,100.0496,1.5000,1.5000,3.0000,25.35,
900,2026-03-23 16:23:49,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70918.00,70886.72,12.68,0.011122,0.0000,0.011122,0.00,0.00000000,0,100.0441,1.5000,1.5000,3.0000,25.36,
1000,2026-03-23 16:23:58,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70915.17,70889.56,12.68,0.010277,0.0000,0.010277,0.00,0.00000000,0,100.0361,1.5000,1.5000,3.0000,25.36,
1100,2026-03-23 16:24:06,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70912.51,70891.65,12.68,0.009179,0.0000,0.009179,0.00,0.00000000,0,100.0294,1.5000,1.5000,3.0000,25.36,
1200,2026-03-23 16:24:14,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70902.66,70892.57,12.68,0.007658,0.0000,0.007658,0.00,0.00000000,0,100.0142,1.5000,1.5000,3.0000,25.36,
1300,2026-03-23 16:24:23,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70902.65,70893.34,12.68,0.006486,0.0000,0.006486,0.00,0.00000000,0,100.0131,1.5000,1.5000,3.0000,25.36,
1400,2026-03-23 16:24:32,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70902.65,70894.01,12.68,0.005564,0.0000,0.005564,0.00,0.00000000,0,100.0122,1.5000,1.5000,3.0000,25.36,
1500,2026-03-23 16:24:41,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70902.66,70894.58,12.68,0.004826,0.0000,0.004826,0.00,0.00000000,0,100.0114,1.5000,1.5000,3.0000,25.36,
1600,2026-03-23 16:24:51,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70902.66,70895.09,12.68,0.004226,0.0000,0.004226,0.00,0.00000000,0,100.0107,1.5000,1.5000,3.0000,25.36,
1700,2026-03-23 16:25:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70912.15,70896.09,12.68,0.003993,0.0000,0.003993,0.00,0.00000000,0,100.0227,1.5000,1.5000,3.0000,25.36,
1800,2026-03-23 16:25:09,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70912.15,70896.98,12.68,0.003760,0.0000,0.003760,0.00,0.00000000,0,100.0214,1.5000,1.5000,3.0000,25.36,
100,2026-03-23 16:26:15,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70900.01,0.00,0.00,0.000000,0.0000,0.000000,0.00,0.00000000,0,0.0000,1.5000,1.5000,3.0000,0.00,
200,2026-03-23 16:26:23,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70900.00,70900.01,0.00,-0.000014,0.0000,-0.000014,0.00,0.00000000,0,100.0000,1.5000,1.5000,3.0000,21.27,
300,2026-03-23 16:26:33,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70900.00,70900.00,0.00,-0.000007,0.0000,-0.000007,0.00,0.00000000,0,100.0000,1.5000,1.5000,3.0000,21.27,
400,2026-03-23 16:26:43,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70900.00,70900.00,0.00,-0.000004,0.0000,-0.000004,0.00,0.00000000,0,100.0000,1.5000,1.5000,3.0000,21.27,
500,2026-03-23 16:26:51,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70888.96,70897.79,2.76,-0.003117,0.0000,-0.003117,0.00,0.00000000,0,99.9875,1.5000,1.5000,3.0000,21.27,
600,2026-03-23 16:27:01,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70884.01,70895.50,4.00,-0.004559,0.0000,-0.004559,0.00,0.00000000,0,99.9838,1.5000,1.5000,3.0000,21.27,
700,2026-03-23 16:27:10,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70884.01,70893.86,4.00,-0.004585,0.0000,-0.004585,0.00,0.00000000,0,99.9861,1.5000,1.5000,3.0000,21.27,
800,2026-03-23 16:27:19,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70884.00,70892.62,4.00,-0.004215,0.0000,-0.004215,0.00,0.00000000,0,99.9878,1.5000,1.5000,3.0000,21.27,
900,2026-03-23 16:27:30,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70884.00,70891.67,4.00,-0.003762,0.0000,-0.003762,0.00,0.00000000,0,99.9892,1.5000,1.5000,3.0000,21.27,
1000,2026-03-23 16:27:41,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70884.00,70890.90,4.00,-0.003326,0.0000,-0.003326,0.00,0.00000000,0,99.9903,1.5000,1.5000,3.0000,21.27,
1100,2026-03-23 16:27:51,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70884.00,70890.27,4.00,-0.002937,0.0000,-0.002937,0.00,0.00000000,0,99.9912,1.5000,1.5000,3.0000,21.27,
1200,2026-03-23 16:28:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70884.00,70889.75,4.00,-0.002599,0.0000,-0.002599,0.00,0.00000000,0,99.9919,1.5000,1.5000,3.0000,21.27,
1300,2026-03-23 16:28:09,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70888.08,70889.62,4.00,-0.002120,0.0000,-0.002120,0.00,0.00000000,0,99.9978,1.5000,1.5000,3.0000,21.27,
100,2026-03-23 16:28:40,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70901.06,0.00,0.00,0.000000,0.0000,0.000000,0.00,0.00000000,0,0.0000,1.5000,1.5000,3.0000,0.00,
200,2026-03-23 16:28:48,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70894.07,70897.57,1.75,-0.009859,0.0000,-0.009859,0.00,0.00000000,0,99.9951,1.5000,1.5000,3.0000,21.27,
300,2026-03-23 16:28:58,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70894.07,70896.40,1.75,-0.004930,0.0000,-0.004930,0.00,0.00000000,0,99.9967,1.5000,1.5000,3.0000,21.27,
400,2026-03-23 16:29:07,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70894.07,70895.82,1.75,-0.002958,0.0000,-0.002958,0.00,0.00000000,0,99.9975,1.5000,1.5000,3.0000,21.27,
500,2026-03-23 16:29:17,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70894.07,70895.47,1.75,-0.001972,0.0000,-0.001972,0.00,0.00000000,0,99.9980,1.5000,1.5000,3.0000,21.27,
600,2026-03-23 16:29:27,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70894.08,70895.24,1.75,-0.001407,0.0000,-0.001407,0.00,0.00000000,0,99.9984,1.5000,1.5000,3.0000,21.27,
700,2026-03-23 16:29:36,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70894.07,70895.07,1.75,-0.001055,0.0000,-0.001055,0.00,0.00000000,0,99.9986,1.5000,1.5000,3.0000,21.27,
800,2026-03-23 16:29:44,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70894.08,70894.95,1.75,-0.000820,0.0000,-0.000820,0.00,0.00000000,0,99.9988,1.5000,1.5000,3.0000,21.27,
900,2026-03-23 16:29:54,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70894.08,70894.85,1.75,-0.000655,0.0000,-0.000655,0.00,0.00000000,0,99.9989,1.5000,1.5000,3.0000,21.27,
1000,2026-03-23 16:30:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70894.07,70894.77,1.75,-0.000537,0.0000,-0.000537,0.00,0.00000000,0,99.9990,1.5000,1.5000,3.0000,21.27,
1100,2026-03-23 16:30:11,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70894.08,70894.71,1.75,-0.000447,0.0000,-0.000447,0.00,0.00000000,0,99.9991,1.5000,1.5000,3.0000,21.27,
1200,2026-03-23 16:30:19,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70886.97,70894.06,3.52,-0.000764,0.0000,-0.000764,0.00,0.00000000,0,99.9900,1.5000,1.5000,3.0000,21.27,
1300,2026-03-23 16:30:29,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70886.97,70893.52,3.52,-0.000930,0.0000,-0.000930,0.00,0.00000000,0,99.9908,1.5000,1.5000,3.0000,21.27,
1400,2026-03-23 16:30:38,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70886.97,70893.05,3.52,-0.001008,0.0000,-0.001008,0.00,0.00000000,0,99.9914,1.5000,1.5000,3.0000,21.27,
1500,2026-03-23 16:30:47,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70886.97,70892.65,3.52,-0.001033,0.0000,-0.001033,0.00,0.00000000,0,99.9920,1.5000,1.5000,3.0000,21.27,
1600,2026-03-23 16:30:56,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70874.32,70891.50,6.68,-0.001421,0.0000,-0.001421,0.00,0.00000000,0,99.9758,1.5000,1.5000,3.0000,21.27,
1700,2026-03-23 16:31:05,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70883.83,70891.05,6.68,-0.001396,0.0000,-0.001396,0.00,0.00000000,0,99.9898,1.5000,1.5000,3.0000,21.27,
1800,2026-03-23 16:31:13,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70883.83,70890.65,6.68,-0.001355,0.0000,-0.001355,0.00,0.00000000,0,99.9904,1.5000,1.5000,3.0000,21.27,
1900,2026-03-23 16:31:21,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70899.12,70891.09,6.68,-0.000963,0.0000,-0.000963,0.00,0.00000000,0,100.0113,1.5000,1.5000,3.0000,21.27,
2000,2026-03-23 16:31:30,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70909.82,70892.03,8.88,-0.000448,0.0000,-0.000448,0.00,0.00000000,0,100.0251,1.5000,1.5000,3.0000,21.27,
2100,2026-03-23 16:31:38,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70903.82,70892.59,8.88,-0.000171,0.0000,-0.000171,0.00,0.00000000,0,100.0158,1.5000,1.5000,3.0000,21.27,
2200,2026-03-23 16:31:48,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70903.82,70893.10,8.88,0.000039,0.0000,0.000039,0.00,0.00000000,0,100.0151,1.5000,1.5000,3.0000,21.27,
100,2026-03-23 16:34:23,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70962.14,0.00,0.00,0.000000,0.0000,0.000000,0.00,0.00000000,0,0.0000,1.5000,1.5000,3.0000,0.00,
100,2026-03-23 16:36:16,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70956.80,0.00,0.00,0.000000,0.0000,0.000000,0.00,0.00000000,0,0.0000,1.5000,1.5000,3.0000,0.00,
200,2026-03-23 16:37:05,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70979.16,70967.98,5.59,0.031507,0.0000,0.031507,0.00,0.00000000,0,100.0158,1.5000,1.5000,3.0000,21.29,
