tick,timestamp,event,regime,strategy,hysteresis,proposed,positions,balance,equity,realized,unrealized,price,avg,stddev,slope_pct,r2,long_slope_pct,buy_price,buy_vol,gate_dir,gate_dist_pct,breakout_mult,offset_mult,vol_mult,spacing,details
331,2026-03-23 16:03:58,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
332,2026-03-23 16:03:58,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
333,2026-03-23 16:03:58,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
334,2026-03-23 16:03:58,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
335,2026-03-23 16:03:58,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
336,2026-03-23 16:03:58,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
337,2026-03-23 16:03:58,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
338,2026-03-23 16:03:58,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
339,2026-03-23 16:03:58,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
340,2026-03-23 16:03:58,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
341,2026-03-23 16:03:58,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
342,2026-03-23 16:03:58,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
343,2026-03-23 16:03:59,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
344,2026-03-23 16:03:59,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
345,2026-03-23 16:03:59,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
346,2026-03-23 16:03:59,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
347,2026-03-23 16:03:59,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
348,2026-03-23 16:03:59,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
349,2026-03-23 16:03:59,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
350,2026-03-23 16:03:59,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
351,2026-03-23 16:03:59,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
352,2026-03-23 16:03:59,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
353,2026-03-23 16:03:59,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
354,2026-03-23 16:03:59,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
355,2026-03-23 16:04:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
356,2026-03-23 16:04:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
357,2026-03-23 16:04:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
358,2026-03-23 16:04:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
359,2026-03-23 16:04:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
360,2026-03-23 16:04:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
361,2026-03-23 16:04:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
362,2026-03-23 16:04:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
363,2026-03-23 16:04:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
364,2026-03-23 16:04:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
365,2026-03-23 16:04:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
366,2026-03-23 16:04:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
367,2026-03-23 16:04:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
368,2026-03-23 16:04:00,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
369,2026-03-23 16:04:01,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
370,2026-03-23 16:04:01,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
371,2026-03-23 16:04:01,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
372,2026-03-23 16:04:01,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
373,2026-03-23 16:04:01,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
374,2026-03-23 16:04:01,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
375,2026-03-23 16:04:01,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
376,2026-03-23 16:04:01,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
377,2026-03-23 16:04:01,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
378,2026-03-23 16:04:01,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
379,2026-03-23 16:04:01,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
380,2026-03-23 16:04:01,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
381,2026-03-23 16:04:02,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
382,2026-03-23 16:04:02,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
383,2026-03-23 16:04:02,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
384,2026-03-23 16:04:02,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
385,2026-03-23 16:04:02,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
386,2026-03-23 16:04:02,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
387,2026-03-23 16:04:02,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
388,2026-03-23 16:04:02,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
389,2026-03-23 16:04:02,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
390,2026-03-23 16:04:02,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
391,2026-03-23 16:04:02,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
392,2026-03-23 16:04:02,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
393,2026-03-23 16:04:02,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
394,2026-03-23 16:04:02,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
395,2026-03-23 16:04:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
396,2026-03-23 16:04:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
397,2026-03-23 16:04:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
398,2026-03-23 16:04:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
399,2026-03-23 16:04:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70938.94,1.81,0.005117,0.0000,0.005117,0.00,0.00000000,0,100.0034,1.5000,1.5000,3.0000,21.28,
400,2026-03-23 16:04:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
401,2026-03-23 16:04:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
402,2026-03-23 16:04:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
403,2026-03-23 16:04:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
404,2026-03-23 16:04:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
405,2026-03-23 16:04:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.36,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
406,2026-03-23 16:04:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
407,2026-03-23 16:04:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
408,2026-03-23 16:04:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
409,2026-03-23 16:04:03,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
410,2026-03-23 16:04:04,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
411,2026-03-23 16:04:04,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
412,2026-03-23 16:04:04,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
413,2026-03-23 16:04:04,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
414,2026-03-23 16:04:04,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
415,2026-03-23 16:04:04,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
416,2026-03-23 16:04:04,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
417,2026-03-23 16:04:04,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
418,2026-03-23 16:04:04,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
419,2026-03-23 16:04:04,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
420,2026-03-23 16:04:04,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
421,2026-03-23 16:04:04,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
422,2026-03-23 16:04:05,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
423,2026-03-23 16:04:05,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
424,2026-03-23 16:04:05,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
425,2026-03-23 16:04:05,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
426,2026-03-23 16:04:05,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
427,2026-03-23 16:04:05,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
428,2026-03-23 16:04:05,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
429,2026-03-23 16:04:05,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
430,2026-03-23 16:04:05,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
431,2026-03-23 16:04:05,SLOW_PATH,RANGING,MEAN_REVERSION,0,RANGING,0,10000.0000,10000.0000,0.0000,0.0000,70941.37,70939.54,1.81,0.003070,0.0000,0.003070,0.00,0.00000000,0,100.0026,1.5000,1.5000,3.0000,21.28,
